step,loss
0,1.0991261e-05
10,1.1934602e-05
20,1.2950592e-05
30,1.1674878e-05
40,9.8217815e-06
50,8.451563e-06
60,1.3761426e-05
70,1.451407e-05
80,1.1097177e-05
90,1.0538226e-05
100,1.004447e-05
