step,loss
3020,5.0771112e-05
3030,4.199793e-05
3040,5.335769e-05
3050,4.1074865e-05
3060,4.347788e-05
3070,5.0683473e-05
3080,4.8394188e-05
3090,3.382633e-05
3100,3.9778264e-05
3110,4.4471715e-05
3120,4.0188275e-05
3130,4.0062834e-05
3140,4.939793e-05
3150,5.628393e-05
3160,3.3799624e-05
3170,4.106326e-05
3180,3.7420068e-05
3190,3.9608636e-05
3200,5.1351682e-05
3210,5.7316385e-05
3220,3.3720247e-05
3230,5.1466654e-05
3240,3.665491e-05
3250,7.9252124e-05
3260,0.00096567103
3270,0.0013003778
3280,0.0006649017
3290,0.002955475
3300,0.0021060891
3310,0.00028768994
3320,0.00019901744
3330,0.00039619533
3340,0.00018814881
3350,0.00015982485
3360,0.00018334803
3370,0.00015075074
3380,0.00020139078
3390,0.00017676354
3400,0.00033386855
3410,0.00011870758
3420,0.00011656757
3430,0.00013283835
3440,0.00011641272
3450,0.00012859466
3460,0.000107392996
3470,0.00014421584
3480,0.00010968388
3490,0.00013148616
3500,9.670667e-05
3510,7.692301e-05
3520,9.133028e-05
3530,0.000104501254
3540,7.203505e-05
3550,8.489826e-05
3560,6.540268e-05
3570,8.6024964e-05
3580,9.0363916e-05
3590,9.601178e-05
3600,8.321756e-05
3610,6.736612e-05
3620,7.664916e-05
3630,0.00010646151
3640,7.9845966e-05
3650,6.8534835e-05
3660,5.7046956e-05
3670,7.675537e-05
3680,5.0242033e-05
3690,5.243064e-05
3700,7.574894e-05
3710,6.113522e-05
3720,8.557579e-05
3730,7.035819e-05
3740,5.3756292e-05
3750,6.608793e-05
3760,6.349616e-05
3770,4.34891e-05
3780,5.816019e-05
3790,4.7358168e-05
3800,7.123874e-05
3810,5.8488018e-05
3820,7.134364e-05
3830,5.895151e-05
3840,4.157972e-05
3850,5.8538702e-05
3860,4.052483e-05
3870,5.505376e-05
3880,5.930267e-05
3890,6.0777093e-05
3900,6.1014664e-05
3910,5.7716912e-05
3920,4.6741116e-05
3930,5.53232e-05
3940,5.4579836e-05
3950,6.0037833e-05
3960,6.564941e-05
3970,5.5563378e-05
3980,6.7642424e-05
3990,4.60991e-05
4000,4.7024194e-05
4010,5.186117e-05
4020,4.75679e-05
4030,4.8044887e-05
4040,7.052122e-05
4050,3.8067967e-05
4060,4.9752027e-05
4070,5.5800498e-05
4080,6.091041e-05
4090,4.204677e-05
4100,5.6400113e-05
4110,5.2283704e-05
4120,5.390548e-05
4130,5.3155476e-05
4140,4.9086742e-05
4150,4.431006e-05
4160,3.305789e-05
4170,6.1291896e-05
4180,3.991143e-05
4190,5.959372e-05
4200,5.090359e-05
4210,3.894824e-05
4220,5.4514887e-05
4230,4.1489657e-05
4240,5.243847e-05
4250,4.1481435e-05
4260,5.2362353e-05
4270,6.169968e-05
4280,4.746343e-05
4290,5.6040506e-05
4300,4.4239572e-05
4310,4.5032157e-05
4320,4.2133353e-05
4330,5.1486626e-05
4340,4.711066e-05
4350,5.7778663e-05
4360,4.6968937e-05
4370,4.337896e-05
4380,6.422741e-05
4390,3.5264507e-05
4400,5.2333e-05
4410,5.8443504e-05
4420,3.455752e-05
4430,4.054318e-05
4440,5.730942e-05
4450,4.6929945e-05
4460,4.8846854e-05
4470,4.9277878e-05
4480,4.046207e-05
4490,3.8863876e-05
4500,5.1199062e-05
4510,3.5982084e-05
4520,4.271915e-05
4530,4.448075e-05
4540,3.980113e-05
4550,4.1405056e-05
4560,4.6479818e-05
4570,4.5367582e-05
4580,4.5346005e-05
4590,3.3118067e-05
4600,4.4119817e-05
4610,3.5475612e-05
4620,4.2424e-05
4630,3.0592055e-05
4640,4.276478e-05
4650,4.566331e-05
4660,4.5684057e-05
4670,4.0215946e-05
4680,4.5046254e-05
4690,4.1804527e-05
4700,4.432294e-05
4710,4.434795e-05
4720,5.4920154e-05
4730,4.382029e-05
4740,3.9010418e-05
4750,4.415588e-05
4760,3.42305e-05
4770,4.1584004e-05
4780,3.435138e-05
4790,4.102246e-05
4800,3.4813344e-05
4810,3.8489714e-05
4820,2.749748e-05
4830,4.5424313e-05
4840,3.043924e-05
4850,4.8796475e-05
4860,4.439436e-05
4870,4.097332e-05
4880,4.363711e-05
4890,3.604138e-05
4900,4.1061478e-05
4910,5.1943534e-05
4920,4.072813e-05
4930,4.2150386e-05
4940,4.1211988e-05
4950,3.5280194e-05
4960,3.889684e-05
4970,3.621172e-05
4980,3.6967725e-05
4990,3.345573e-05
5000,4.689362e-05
5010,4.0341118e-05
5020,2.8284805e-05
5030,3.9816245e-05
5040,4.49449e-05
5050,3.065514e-05
5060,4.070023e-05
5070,3.350601e-05
5080,3.465623e-05
5090,4.6080502e-05
5100,3.1202853e-05
5110,2.6658787e-05
5120,4.0573137e-05
5130,3.0196079e-05
5140,3.2208787e-05
5150,3.0458803e-05
5160,3.663608e-05
5170,2.8161803e-05
5180,3.1235068e-05
5190,2.4334508e-05
5200,2.7149512e-05
5210,3.5900513e-05
5220,3.1023417e-05
5230,3.5266075e-05
5240,4.0593302e-05
5250,3.4278866e-05
5260,2.975393e-05
5270,2.7667036e-05
5280,3.368699e-05
5290,4.2975844e-05
5300,3.5010562e-05
5310,3.6485722e-05
5320,3.0007204e-05
5330,3.8557147e-05
5340,3.1064472e-05
5350,2.6025395e-05
5360,3.055343e-05
5370,3.167815e-05
5380,4.044983e-05
5390,3.1571653e-05
5400,3.6302845e-05
5410,3.657849e-05
5420,4.3979282e-05
5430,4.5175122e-05
5440,2.9421286e-05
5450,4.0349103e-05
5460,3.0722138e-05
5470,2.992039e-05
5480,3.330576e-05
5490,3.33262e-05
