step,loss
0,0.00052170694
10,0.00049444573
20,0.0012596572
30,0.00045478722
40,0.0004167738
50,0.0007507507
60,0.0009199907
70,0.00032223295
80,0.0005889071
90,0.0005754554
100,0.0004283747
110,0.0003200023
120,0.0005288659
130,0.00036554004
140,0.0003159254
150,0.00046957325
160,0.00033024602
170,0.00028393077
180,0.00045156004
190,0.00045257306
200,0.0005252745
210,0.00038621743
220,0.0004830373
230,0.0004966727
240,0.00045706116
250,0.00036474483
260,0.00040747062
270,0.00040717953
280,0.00046455857
290,0.00040451591
300,0.00032215926
310,0.00038675452
320,0.0003196733
330,0.0004221097
340,0.00038747038
350,0.00030888757
360,0.00045851647
370,0.00028612727
380,0.0003890303
390,0.000382026
400,0.00043664535
410,0.00040744446
420,0.00043152415
430,0.00034376612
440,0.00035098838
450,0.00037462867
460,0.00043905564
470,0.00039715334
480,0.00036738222
490,0.00038255838
500,0.00036242194
510,0.0004600247
520,0.00035979203
530,0.00033232
540,0.0004173391
550,0.00043674678
560,0.00042074802
570,0.00031215863
580,0.00029388248
590,0.00039455885
600,0.0003211426
610,0.000496653
620,0.00031056436
630,0.0005328403
640,0.00037438457
650,0.0003838977
660,0.00033125543
670,0.00027328156
680,0.00034565275
690,0.00038962028
700,0.00037644015
710,0.00026109326
720,0.00031526008
730,0.00038371776
740,0.00028987767
750,0.0004142193
760,0.00039468316
770,0.00040755584
780,0.0004532732
790,0.0003289146
800,0.00031697145
810,0.00030927183
820,0.0003223658
830,0.00032594503
840,0.0003326978
850,0.00029110032
860,0.00033542237
870,0.00046211694
880,0.00036234612
890,0.00029261239
900,0.00044975596
910,0.00029537792
920,0.00026934277
930,0.0003232235
940,0.00035057135
950,0.00027137162
960,0.00026988925
970,0.00028674467
980,0.00034449337
990,0.00037577233
1000,0.00039858904
1010,0.00033751334
1020,0.0003156588
1030,0.00026027428
1040,0.00031971556
1050,0.00029799773
1060,0.00030949872
1070,0.00034975723
1080,0.00038619037
1090,0.0003158462
1100,0.0003310498
1110,0.00026950883
1120,0.00030812403
1130,0.00039283553
1140,0.00028003013
1150,0.0002639465
1160,0.00035177614
1170,0.00037245857
1180,0.00028737308
1190,0.0003405568
1200,0.00030565314
1210,0.000274004
1220,0.00031245325
1230,0.0002715259
1240,0.00027382764
1250,0.00037171715
1260,0.00028253006
1270,0.00027969314
1280,0.00033238687
1290,0.00040323977
1300,0.00037078853
1310,0.00036721432
1320,0.00034575132
1330,0.0003864534
1340,0.0003510187
1350,0.0003277176
1360,0.00033234034
1370,0.00033083642
1380,0.0002754553
1390,0.00027490672
1400,0.00025763357
1410,0.00036768598
1420,0.00029358504
1430,0.0003487741
1440,0.00028079105
1450,0.0002649459
1460,0.0003129232
1470,0.0003947335
1480,0.00028175622
1490,0.0003783525
1500,0.00029506243
1510,0.00028289613
1520,0.0002750573
1530,0.00036557208
1540,0.00026298506
1550,0.00031353856
1560,0.00035039333
1570,0.0002770495
1580,0.00032612888
1590,0.00022585897
1600,0.00026118598
1610,0.00029500056
1620,0.00030464784
1630,0.00034904908
1640,0.00031053022
1650,0.0003503921
1660,0.00027218292
1670,0.00028219173
1680,0.0003234691
1690,0.0002713912
1700,0.000265795
1710,0.00029046583
1720,0.00035717917
1730,0.00026587566
1740,0.00029358384
1750,0.00023676507
1760,0.00031019334
1770,0.00026446153
1780,0.00024884727
1790,0.00024015567
1800,0.00026118464
1810,0.00023522435
1820,0.00028893971
1830,0.00031994397
1840,0.0002598478
1850,0.00025651578
1860,0.0002671665
1870,0.00025771072
1880,0.00027860462
1890,0.00026249734
1900,0.00028741747
1910,0.00030752918
1920,0.00028680812
1930,0.00023638387
1940,0.00027699306
1950,0.00026423173
1960,0.0001973207
1970,0.0003015876
1980,0.00029026336
1990,0.00030692507
2000,0.0002982056
2010,0.00023945651
2020,0.00031248134
2030,0.00033387082
2040,0.00023886662
2050,0.00020466403
2060,0.00024343381
2070,0.00027887532
2080,0.00026004785
2090,0.0002780574
2100,0.0002725494
2110,0.00025267206
2120,0.00023048336
2130,0.00027046047
2140,0.00033904274
2150,0.0003016869
2160,0.0002471559
2170,0.00032079045
2180,0.00020739612
2190,0.0002456317
2200,0.00024238984
2210,0.0002604739
2220,0.00028070743
2230,0.00023208228
2240,0.00028329834
2250,0.00026539163
2260,0.0002306697
2270,0.00023679282
2280,0.00020846498
2290,0.0002448148
2300,0.00022743859
2310,0.00022732693
2320,0.00025563315
2330,0.0002305291
2340,0.00022401461
2350,0.00021490024
2360,0.00026665817
2370,0.00028173844
2380,0.00021010253
2390,0.00019799259
2400,0.00024992903
2410,0.00023912294
2420,0.00028009657
2430,0.00019639678
2440,0.00023360252
2450,0.00024441755
2460,0.00021030074
2470,0.00022166506
2480,0.00022234347
2490,0.0002903944
2500,0.00018256177
2510,0.00023179696
2520,0.00025678554
2530,0.00021931101
2540,0.00018957038
2550,0.00022440913
2560,0.00027205213
2570,0.00017399163
2580,0.00021352523
2590,0.00018912675
2600,0.0002558424
2610,0.00019136739
2620,0.00022916889
2630,0.0002496981
2640,0.00022497619
2650,0.00023281234
2660,0.00027353218
2670,0.00019199729
2680,0.0002828698
2690,0.00018364415
2700,0.00019404433
2710,0.00023267268
2720,0.00018278838
2730,0.00022683697
2740,0.00021929764
2750,0.00025130404
2760,0.00019976232
2770,0.00024618613
2780,0.00019025327
2790,0.00019193861
2800,0.00021662217
2810,0.00026339488
2820,0.0002218845
2830,0.0002103303
2840,0.0002063763
2850,0.0002420175
2860,0.0002262027
2870,0.0001746105
2880,0.00020476902
2890,0.00018977064
2900,0.0002587588
2910,0.00020518314
2920,0.0002476171
2930,0.00017642719
2940,0.00022054769
2950,0.00019027939
2960,0.00018801611
2970,0.00023338437
2980,0.00023203742
2990,0.00024397508
3000,0.00017731177
3010,0.00023130167
3020,0.00022089442
3030,0.00022471312
3040,0.00018299384
3050,0.00020621473
3060,0.00021311898
3070,0.00020697467
3080,0.00020526566
3090,0.00026186038
3100,0.00023266717
3110,0.00022574503
3120,0.00016103387
3130,0.00025372888
3140,0.000171716
3150,0.00017167476
3160,0.00024619707
3170,0.00015045615
3180,0.000192361
3190,0.00021180554
3200,0.0002673221
3210,0.00018340115
3220,0.00024517367
3230,0.00015449528
3240,0.00019184394
3250,0.00020083202
3260,0.00023960887
3270,0.0001984222
3280,0.0001816811
3290,0.00021399667
3300,0.00020497238
3310,0.00013944395
3320,0.00022148658
3330,0.00013548016
3340,0.00014938605
3350,0.00015692554
3360,0.00021974366
3370,0.00020744714
3380,0.00019406527
3390,0.00018546963
3400,0.00015448118
